,sentiment,content
10676,worry,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her
13968,worry,@Shar_Music I was not hugged
7544,worry,@bmerten85 @anthonycolaneri Pool party? Why wasn't I informed????
14540,worry,@cyrusbaby I miss you...  come over and say bye before I leave!!
15858,worry,Back from town and my Mac crashed on me  but it's better now
14109,worry,@JDuckworth I'm so jealous! Wish I could join u. It's so cold in LA right now.
19483,worry,@BSBVBK im trying to fix it.. it doesnt do it  and its &quot;ahi dios mio&quot; but u did good lol
29394,worry,"presentations done, project done, 1 exam done, 3 exams to go!!! I turn 21 this Friday!"
562,worry,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
17909,worry,@funtimeshelly sorry to hear about your dog
4494,worry,@AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right
19156,worry,@RealKeanuReeves   People are cruel sometimes.  I can't imagine being a Star.
19610,worry,@3xasif lol. just don't ever forget me
23195,worry,writing my english original writing storyyyyy. and listening to 'a little respect' by erasure  aaaaaah.
18522,worry,Marley crying for more ball throwing....keeps eying me through the door
15210,worry,"@racer108 you shouldnt have to reset more than once  if it doesn't work right the first time, something is up"
26004,worry,@Irish1974 Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.
23569,worry,@tommcfly Hey Tom. Have your plans to make an concert in Denmark this year?  please reply xxx
11072,worry,@TiaMowry I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.
26980,worry,Apparently the BIG FEAR over the swine flu has passed.   No seat on the subway for me this morning
13387,worry,I try soo hard toget what I want.. &amp; I always end up having a goose egg..
7580,worry,"@ireallydohate I had to look at it 3 times before it sunk in, totally shocked by it  tbh."
3951,worry,@keheliya Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit.
5861,worry,"@zzwhitejd did you decide it is a sprain? mine has been bothering me again, but never had it checked out"
11778,worry,"My dog is officially depressed that my brother's dogs are gone. He doesn't want to go outside and when we did, he play half-heartedly."
11008,worry,@Secretfriend3 I sure hope so but I might spend all my shopping money today.
23363,worry,"@1sweetwhirl  It's a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)"
2466,worry,Hate be late
15514,worry,@kiyoshimartinez - 05/31 marks the end of our roommate era. And you never made me empanadas again.
19052,worry,@nomadiquemc I want to be at @urbangrind
10790,worry,elliott claims steak and shake has been doing this for months...not exciting anymore...
12159,worry,after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them
5255,worry,@MattyV AND! you wouldnt even be able to go. its too far for you
15871,worry,@charrrbabyy I know!!  effing embarrassing! Eff our lives
15116,worry,@drsteggy The evidently didn't have any of the smaller ones   I will keep looking.  I got a keen thing though for $7 that should do...
7237,worry,@HLJx lol thanks!there scary to wear though
1726,worry,this weather makes my fingers numb / still waiting
346,worry,looks like i'll never go to the zoo
7130,worry,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.
26451,worry,"@dougiemcfly If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you"
9027,worry,Trying to stay upbeat while I wait to get my keys out of my locked car
5440,worry,@infinitus_ When they don't pop well. I feel lousier after playing those.
4737,worry,Wants somebody to cheer her up
16860,worry,@ kbal24 I am sorry that you are feeling that way.
5217,worry,Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live &gt; http://ustre.am/2j3l)
11398,worry,@melzygirl you have no interview today?
1971,worry,Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh
6563,worry,*meow* a week ago today @sevilla90 was here and we were road trippin
5487,worry,is sooo confused these days   But glad to be back from Lillestrï¿½m
19830,worry,ughh...i dont feel good
18936,worry,@vmarinelliRVA I am so so sorry to hear that he has parvo. Good vibes comming your way.
6839,worry,"@_Tanyya :O  awww leave off, shes ace! Shes one of my fav actresses!"
7820,worry,Doctors with mommy.
24398,worry,"feelin' somewhat down; ugh, i don't want to have an exam! oh well... 5 days baby!"
10002,worry,i looking at failure
3271,worry,My mobile has stopped recieving text messages AGAIN. Stoooopid thing
19335,worry,@jmariu i couldn't eat all my nuggets  finish them for me.
4840,worry,@ELIZABETHANNN I'm sorryyyyyy  I'll be home as fast as possible where we meeting at?
15166,worry,@gettemkbr yo u can't love 1 twin and not the other lol
15913,worry,Just got back from the grocery store. Now I'm starving and can't find anything to eat!
1116,worry,happy to b home .. then my mind wanders an I can't sleep
1623,worry,so sad about Mike Tyson's daughter.
7296,worry,Wishing the rain would stay away for a while so that I can go to the pool
18215,worry,@saamanthajaane :o exams. YUCK    that will be hectic!
16847,worry,My poor lil piggy  Chuck saws it looks like a cartoon character's toe.
14521,worry,@markhoppus aww mark  that makes me sad I got mine on presale.
7818,worry,@viveknshah kandivali  @100rabh my girls r gonna kill u for that answer! @shaaqt @limeice @unitechy @spitphyre
2357,worry,Not well again  @littlereidy it's definitely not hayfever
19631,worry,I WILL CRY!!!!!!!!    I can't believe that I lost the chat!!!
16269,worry,@educatedlady lame
1180,worry,sitting in school  sucks to be me!
9773,worry,"@fountain1987 Ooh!Wish i was there.Just watched Hollyoaks on E4.So sad,please dont leave chris!"
7356,worry,This poor butterfly was dead  http://twitpic.com/66vlw
9701,worry,after 4 tries and 2 arms it was successful BUT now I look like a junkie
4168,worry,@Peter_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol
2204,worry,"Auditions are good but, Iam super nervous! That is one of my virtues"
26602,worry,So im playing hooky from work and it feels good  Gonna go get ma hair did! .......i wonder how fitzsimmons is doing?
2352,worry,@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.
14892,worry,Class until 9:30  yes on a Friday night...
16322,worry,Freakin' HAWT guys at this restaurant...where I'm eating dinner with my father
1215,worry,@JonConnelly You can vote every 20 mins I'm on page 2   http://twurl.nl/hxux3o
7099,worry,Math is amazing and hell at the same time  socialily that is the naiv part is fine.
320,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
10217,worry,"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday"
17934,worry,@samanthai Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-)
4658,worry,@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted
4493,worry,@illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on
11207,worry,@Agent_M aww why psn?
1492,worry,"@yellowbag Hmmm, should have looked at it a little more methinks"
11958,worry,@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!
89,worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
8439,worry,Dangit...cuz of this weather the house painting is going to be dragged out till next week.
14152,worry,@chante4dannyxxx Nope probably revision  Hbu? x
19638,worry,@RQKidd Hey I texted you but you never responded. We stopped at a friend's &amp; ended up staying.
12670,worry,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?
15013,worry,Work soon. Lame going to miss the @Lakers  Go Lakers! Hope you win!!!!
3938,worry,@jackfaulkner Don't have time - got work later
3097,worry,I'm thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!
15161,worry,drinking lemsip cause apaently i need ittt! IM NOT SICK
6188,worry,Hmm... the new sports catalog and card jitsu updates are not appearing for me
17432,worry,@m_longman yes i am.  but she didn't follow me
11728,worry,made an appointment for the cat to see the vet in the morning. He seems kind of thin and needs a checkup anyway.
14940,worry,Hmmm.... My whole body feels sore!
258,worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
8602,worry,Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.
6740,worry,sinus headaches suck big time!
11823,worry,"@aneffie53  thx, I was aware,  2 day festival -multi bands - but GA I can't do any more.  Must wait for a sit down concert"
2940,worry,Its 1:11am and both my girls are still up! .. im so tired ..
17906,worry,@gregorybayne I'm so sad I wish I was going to
6262,worry,@JaneHungOz hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards
2486,worry,@Rina_spn what's going on?
16868,worry,@batendersblog she had another song out recently but it didn't get that much play
15689,worry,Headache.  Very. Large. Headache.  A little dizzy and feel ill too.    Yucky.
11695,worry,Having serious technical issues in the studio  oh well thank god for the technician
4541,worry,@natdcook NAT!!! I'm going to miss you so badly
16366,worry,Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm
2832,worry,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
17085,worry,@Mitchelmusso: Am getting upset listening to the say now  I want to speak to you Mitchel but my darn phone got no money on x
1563,worry,"@busays12 dont undrstand malaysian busays.just english,tagalog at waray only"
1882,worry,@weelissa p.s. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?
8173,worry,Have @ Irma Vep rehearsals. No...not really.
11405,worry,i want to go to music tonight but i lost my voice.
12546,worry,"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy"
